Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Angle [deg]; Ch0   ; Ch1   ; Ch2   ; Ch3   ; Ch4   ; Ch5   ; Ch6   ; Ch7   ; Ch8   ; Ch9   ; 
 1000949;        100085; 103.68             ;               31.2; 1.116      ; -0.642     ; -12.685    ; -0.044      ; -0.382      ; 0.193       ; -22.315  ; 4.776    ; 23.270   ; 7.7       ; -28.4      ;         175.2;           33.4;            12; 2025-05-13       ; 15:45:41       ;      51.938023;        4.198346; -11701.461914 ; -6622.280762  ;        168.3; -389.81            ;       25.45;             26.1;       27.60; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1001149;        100083; 103.86             ;               31.2; 1.135      ; 0.249      ; -9.314     ; -0.142      ; -0.308      ; 0.175       ; -22.315  ; 4.776    ; 23.270   ; 7.4       ; -28.8      ;         175.4;           33.4;            12; 2025-05-13       ; 15:45:42       ;      51.938000;        4.198675; -11678.935547 ; -6624.785645  ;        165.3; -387.71            ;       25.38;             26.1;       27.07; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1001349;        100076; 104.43             ;               31.2; -0.081     ; -0.565     ; -8.073     ; 0.027       ; -0.368      ; 0.167       ; -22.315  ; 4.776    ; 23.270   ; 7.4       ; -28.8      ;         175.4;           33.4;            12; 2025-05-13       ; 15:45:42       ;      51.938000;        4.198675; -11678.935547 ; -6624.785645  ;        165.3; -378.24            ;       25.07;             26.1;       26.63; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1001549;        100083; 103.89             ;               31.2; -0.608     ; -3.041     ; -9.481     ; 0.157       ; -0.301      ; 0.142       ; -22.315  ; 4.776    ; 23.270   ; 8.3       ; -28.6      ;         175.0;           33.3;            12; 2025-05-13       ; 15:45:42       ;      51.938000;        4.198675; -11678.935547 ; -6624.785645  ;        165.3; -379.29            ;       25.10;             26.1;       26.54; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1001749;        100081; 104.08             ;               31.2; -0.038     ; -1.221     ; -7.705     ; -0.005      ; -0.298      ; 0.027       ; -22.315  ; 4.776    ; 23.270   ; 8.5       ; -28.6      ;         174.9;           33.4;            12; 2025-05-13       ; 15:45:42       ;      51.938000;        4.198675; -11678.935547 ; -6624.785645  ;        165.3; -383.50            ;       25.24;             26.1;       26.72; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1001949;        100089; 103.33             ;               31.2; 1.269      ; -0.125     ; -10.990    ; -0.142      ; -0.069      ; -0.017      ; -22.315  ; 4.776    ; 23.270   ; 8.2       ; -28.9      ;         175.0;           33.3;            12; 2025-05-13       ; 15:45:42       ;      51.938000;        4.198675; -11678.935547 ; -6624.785645  ;        165.3; -395.07            ;       25.62;             26.1;       26.72; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1002149;        100094; 102.92             ;               31.2; 0.718      ; 1.762      ; -8.993     ; -0.365      ; 0.031       ; 0.003       ; -22.315  ; 4.776    ; 23.270   ; 7.3       ; -29.2      ;         175.4;           33.4;            12; 2025-05-13       ; 15:45:43       ;      51.937931;        4.199000; -11656.626953 ; -6632.485352  ;        163.4; -401.38            ;       25.82;             26.1;       26.28; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1002349;        100093; 103.01             ;               31.2; 1.331      ; -1.628     ; -12.369    ; -0.077      ; -0.006      ; -0.005      ; -22.315  ; 4.776    ; 23.270   ; 7.6       ; -29.5      ;         175.4;           33.4;            12; 2025-05-13       ; 15:45:43       ;      51.937931;        4.199000; -11656.626953 ; -6632.485352  ;        163.4; -386.65            ;       25.34;             26.1;       26.10; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1002549;        100101; 102.38             ;               31.1; 0.005      ; -2.112     ; -10.626    ; -0.117      ; 0.022       ; -0.018      ; -22.315  ; 4.776    ; 23.270   ; 8.0       ; -29.4      ;         175.2;           33.4;            12; 2025-05-13       ; 15:45:43       ;      51.937931;        4.199000; -11656.626953 ; -6632.485352  ;        163.4; -401.38            ;       25.82;             26.1;       25.93; 413.00; 102.00; 205.00; 102.00; 411.00; 102.00;  98.00; 102.00; 411.00; 102.00; 
 1002749;        100100; 102.47             ;               31.1; 1.082      ; 1.336      ; -8.567     ; -0.443      ; 0.511       ; -0.015      ; -22.315  ; 4.776    ; 23.270   ; 7.2       ; -29.8      ;         175.5;           33.4;            12; 2025-05-13       ; 15:45:43       ;      51.937931;        4.199000; -11656.626953 ; -6632.485352  ;        163.4; -403.49            ;       25.89;             26.1;       25.75; 102.00; 205.00; 102.00; 411.00; 102.00; 102.00; 103.00; 411.00; 102.00; 410.00; 
 1002949;        100099; 102.56             ;               31.1; 1.810      ; -1.738     ; -13.992    ; 0.074       ; 0.648       ; -0.033      ; -22.315  ; 4.776    ; 23.270   ; 7.5       ; -30.0      ;         175.4;           33.4;            12; 2025-05-13       ; 15:45:43       ;      51.937931;        4.199000; -11656.626953 ; -6632.485352  ;        163.4; -419.27            ;       26.39;             26.1;       25.75; 102.00; 205.00; 102.00; 411.00; 102.00; 102.00; 103.00; 411.00; 102.00; 410.00; 
 1003149;        100103; 102.22             ;               31.1; 1.523      ; -1.719     ; -9.730     ; 0.128       ; 0.668       ; -0.055      ; -22.315  ; 4.776    ; 23.270   ; 7.8       ; -30.4      ;         175.3;           33.4;            12; 2025-05-13       ; 15:45:44       ;      51.937847;        4.199315; -11635.083008 ; -6641.947266  ;        162.2; -415.06            ;       26.26;             26.1;       25.58; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1003349;        100101; 102.39             ;               31.1; 3.850      ; 0.642      ; -8.500     ; -0.307      ; 0.686       ; -0.025      ; -22.315  ; 4.776    ; 23.270   ; 7.4       ; -31.4      ;         175.5;           33.3;            12; 2025-05-13       ; 15:45:44       ;      51.937847;        4.199315; -11635.083008 ; -6641.947266  ;        162.2; -434.00            ;       26.85;             26.1;       25.31; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1003549;        100108; 101.81             ;               31.1; 2.126      ; -1.575     ; -7.283     ; -0.075      ; 0.334       ; 0.074       ; -21.261  ; -18.219  ; 25.648   ; 6.3       ; -32.4      ;         175.1;           33.3;            12; 2025-05-13       ; 15:45:44       ;      51.937847;        4.199315; -11635.083008 ; -6641.947266  ;        162.2; -417.17            ;       26.32;             26.1;       25.22; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1003749;        100117; 101.01             ;               31.1; 2.428      ; -2.284     ; -12.297    ; 0.183       ; -0.189      ; 0.133       ; -21.261  ; -18.219  ; 25.648   ; 5.1       ; -33.0      ;         174.8;           33.3;            12; 2025-05-13       ; 15:45:44       ;      51.937847;        4.199315; -11635.083008 ; -6641.947266  ;        162.2; -375.08            ;       24.96;             26.1;       25.49; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1003949;        100116; 101.08             ;               31.1; 1.508      ; -1.283     ; -12.378    ; 0.095       ; -0.193      ; 0.223       ; -21.261  ; -18.219  ; 25.648   ; 3.8       ; -33.4      ;         174.7;           33.4;            12; 2025-05-13       ; 15:45:44       ;      51.937847;        4.199315; -11635.083008 ; -6641.947266  ;        162.2; -452.94            ;       27.43;             26.1;       25.66; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1004149;        100125; 100.35             ;               31.1; 1.532      ; -0.364     ; -8.342     ; -0.163      ; -0.141      ; 0.303       ; -21.261  ; -18.219  ; 25.648   ; 2.4       ; -33.8      ;         174.6;           33.3;            12; 2025-05-13       ; 15:45:45       ;      51.937744;        4.199602; -11615.389648 ; -6653.375977  ;        160.6; -315.11            ;       22.88;             26.1;       25.66; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1004349;        100134; 99.59              ;               31.1; 1.958      ; 0.144      ; -7.398     ; -0.046      ; -0.083      ; 0.260       ; -21.261  ; -18.219  ; 25.648   ; 0.8       ; -34.4      ;         174.7;           33.3;            12; 2025-05-13       ; 15:45:45       ;      51.937744;        4.199602; -11615.389648 ; -6653.375977  ;        160.6; -358.25            ;       24.39;             26.1;       25.31; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1004549;        100142; 98.91              ;               31.0; -0.445     ; -0.666     ; -6.761     ; -0.309      ; 0.027       ; 0.232       ; -21.261  ; -18.219  ; 25.648   ; -0.3      ; -34.0      ;         174.6;           33.3;            12; 2025-05-13       ; 15:45:45       ;      51.937744;        4.199602; -11615.389648 ; -6653.375977  ;        160.6; -350.88            ;       24.14;             26.1;       25.22; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1004749;        100153; 98.03              ;               31.1; 0.613      ; -1.729     ; -11.253    ; -0.099      ; 0.126       ; 0.147       ; -21.261  ; -18.219  ; 25.648   ; -1.0      ; -34.0      ;         174.3;           33.3;            12; 2025-05-13       ; 15:45:45       ;      51.937744;        4.199602; -11615.389648 ; -6653.375977  ;        160.6; -362.46            ;       24.54;             26.1;       25.22; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1004949;        100167; 96.82              ;               31.0; 1.063      ; -0.134     ; -9.218     ; -0.185      ; 0.152       ; 0.080       ; -21.261  ; -18.219  ; 25.648   ; -2.2      ; -34.1      ;         174.3;           33.3;            12; 2025-05-13       ; 15:45:45       ;      51.937744;        4.199602; -11615.389648 ; -6653.375977  ;        160.6; -358.25            ;       24.39;             26.1;       25.22; 102.00; 205.00; 823.00; 721.00; 944.00; 720.00; 205.00; 102.00; 102.00; 102.00; 
 1005149;        100171; 96.51              ;               31.0; 0.565      ; 2.193      ; -8.346     ; -0.381      ; -0.051      ; 0.065       ; -21.261  ; -18.219  ; 25.648   ; -4.2      ; -34.0      ;         174.8;           33.3;            12; 2025-05-13       ; 15:45:46       ;      51.937611;        4.199850; -11598.392578 ; -6668.088379  ;        158.0; -364.56            ;       24.61;             26.1;       25.22; 102.00; 205.00; 823.00; 721.00; 944.00; 720.00; 205.00; 102.00; 102.00; 102.00; 
 1005349;        100184; 95.40              ;               31.0; 0.335      ; -1.709     ; -13.729    ; -0.214      ; -0.099      ; 0.121       ; -21.261  ; -18.219  ; 25.648   ; -4.8      ; -33.8      ;         174.6;           33.3;            12; 2025-05-13       ; 15:45:46       ;      51.937611;        4.199850; -11598.392578 ; -6668.088379  ;        158.0; -350.88            ;       24.14;             26.1;       25.66; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1005549;        100203; 93.81              ;               31.0; 0.977      ; -2.121     ; -13.566    ; 0.004       ; -0.163      ; 0.176       ; -21.261  ; -18.219  ; 25.648   ; -5.1      ; -33.7      ;         174.2;           33.3;            12; 2025-05-13       ; 15:45:46       ;      51.937611;        4.199850; -11598.392578 ; -6668.088379  ;        158.0; -348.78            ;       24.07;             26.1;       25.93; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1005749;        100207; 93.44              ;               31.0; 2.064      ; 0.000      ; -12.689    ; -0.250      ; -0.143      ; 0.209       ; -21.261  ; -18.219  ; 25.648   ; -6.0      ; -33.8      ;         174.2;           33.3;            12; 2025-05-13       ; 15:45:46       ;      51.937611;        4.199850; -11598.392578 ; -6668.088379  ;        158.0; -326.68            ;       23.30;             26.1;       26.19; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1005949;        100221; 92.31              ;               31.0; 1.326      ; -0.996     ; -11.076    ; -0.067      ; -0.061      ; 0.203       ; -21.261  ; -18.219  ; 25.648   ; -6.5      ; -33.7      ;         173.9;           33.3;            12; 2025-05-13       ; 15:45:46       ;      51.937611;        4.199850; -11598.392578 ; -6668.088379  ;        158.0; -333.00            ;       23.52;             26.1;       26.19; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1006149;        100231; 91.45              ;               31.0; 2.437      ; 0.321      ; -10.659    ; -0.229      ; 0.044       ; 0.183       ; -21.261  ; -18.219  ; 25.648   ; -7.4      ; -34.0      ;         173.9;           33.2;            12; 2025-05-13       ; 15:45:47       ;      51.937447;        4.200043; -11585.187500 ; -6686.604492  ;        154.4; -349.83            ;       24.11;             26.1;       26.19; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1006349;        100235; 91.12              ;               31.0; 1.666      ; -1.681     ; -11.698    ; 0.030       ; 0.037       ; 0.167       ; -21.261  ; -18.219  ; 25.648   ; -7.5      ; -33.9      ;         173.5;           33.2;            12; 2025-05-13       ; 15:45:47       ;      51.937447;        4.200043; -11585.187500 ; -6686.604492  ;        154.4; -355.09            ;       24.29;             26.1;       26.37; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1006549;        100247; 90.12              ;               31.0; 0.287      ; -2.107     ; -13.508    ; 0.121       ; 0.095       ; 0.143       ; -23.018  ; -24.233  ; 24.629   ; -7.9      ; -33.9      ;         173.0;           33.3;            12; 2025-05-13       ; 15:45:47       ;      51.937447;        4.200043; -11585.187500 ; -6686.604492  ;        154.4; -336.15            ;       23.63;             26.1;       26.28; 102.00; 412.00; 411.00; 307.00; 411.00; 103.00; 101.00; 207.00;  97.00; 207.00; 
 1006749;        100253; 89.58              ;               30.9; 1.642      ; -0.814     ; -9.792     ; -0.117      ; 0.111       ; 0.113       ; -23.018  ; -24.233  ; 24.629   ; -8.4      ; -34.3      ;         172.6;           33.2;            12; 2025-05-13       ; 15:45:47       ;      51.937447;        4.200043; -11585.187500 ; -6686.604492  ;        154.4; -327.74            ;       23.33;             26.1;       26.28; 102.00; 206.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1006949;        100260; 89.00              ;               31.0; 2.011      ; 0.694      ; -9.084     ; -0.320      ; 0.076       ; 0.131       ; -23.018  ; -24.233  ; 24.629   ; -9.5      ; -34.6      ;         172.4;           33.2;            12; 2025-05-13       ; 15:45:47       ;      51.937447;        4.200043; -11585.187500 ; -6686.604492  ;        154.4; -336.15            ;       23.63;             26.1;       26.19; 102.00; 206.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
