Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Angle [deg]; Ch0   ; Ch1   ; Ch2   ; Ch3   ; Ch4   ; Ch5   ; Ch6   ; Ch7   ; Ch8   ; Ch9   ; 
 1090749;        100587; 61.60              ;               28.7; -1.963     ; 3.132      ; -6.479     ; -0.113      ; -0.170      ; -0.254      ; 6.677    ; -14.504  ; 26.497   ; -14.6     ; -19.3      ;         134.0;           31.2;            12; 2025-05-13       ; 15:47:11       ;      51.936562;        4.197319; -11771.862305 ; -6785.177246  ;        111.2; -198.32            ;       18.15;             23.0;       27.25; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 412.00; 
 1090949;        100578; 62.34              ;               28.6; -0.125     ; 0.412      ; -11.579    ; 0.282       ; -0.225      ; -0.262      ; 6.677    ; -14.504  ; 26.497   ; -13.5     ; -18.0      ;         134.0;           31.2;            12; 2025-05-13       ; 15:47:11       ;      51.936562;        4.197319; -11771.862305 ; -6785.177246  ;        111.2; -206.74            ;       18.53;             23.0;       27.25; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 412.00; 
 1091149;        100575; 62.57              ;               28.6; -1.963     ; 2.294      ; -7.781     ; 0.055       ; -0.217      ; -0.242      ; 6.677    ; -14.504  ; 26.497   ; -13.3     ; -16.2      ;         134.3;           31.2;            12; 2025-05-13       ; 15:47:12       ;      51.936657;        4.196988; -11794.593750 ; -6774.305176  ;        114.7; -212.00            ;       18.77;             23.0;       27.16; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 412.00; 
 1091349;        100568; 63.14              ;               28.6; -2.820     ; 4.501      ; -2.792     ; -0.556      ; -0.187      ; -0.213      ; 6.677    ; -14.504  ; 26.497   ; -14.8     ; -14.2      ;         134.9;           31.2;            12; 2025-05-13       ; 15:47:12       ;      51.936657;        4.196988; -11794.593750 ; -6774.305176  ;        114.7; -213.05            ;       18.81;             23.0;       27.07; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1091549;        100565; 63.43              ;               28.6; -1.480     ; 2.729      ; -8.801     ; 0.039       ; -0.150      ; -0.178      ; 6.677    ; -14.504  ; 26.497   ; -14.7     ; -12.8      ;         135.1;           31.2;            12; 2025-05-13       ; 15:47:12       ;      51.936657;        4.196988; -11794.593750 ; -6774.305176  ;        114.7; -226.73            ;       19.41;             23.0;       26.98; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1091749;        100556; 64.17              ;               28.6; -2.380     ; 2.026      ; -4.774     ; 0.049       ; -0.065      ; -0.158      ; 6.677    ; -14.504  ; 26.497   ; -14.8     ; -10.9      ;         135.3;           31.2;            12; 2025-05-13       ; 15:47:12       ;      51.936657;        4.196988; -11794.593750 ; -6774.305176  ;        114.7; -226.73            ;       19.41;             23.0;       26.89; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1091949;        100559; 63.97              ;               28.6; -1.393     ; 3.103      ; -5.057     ; -0.306      ; 0.190       ; -0.213      ; 6.677    ; -14.504  ; 26.497   ; -15.4     ; -9.6       ;         135.6;           31.2;            12; 2025-05-13       ; 15:47:12       ;      51.936657;        4.196988; -11794.593750 ; -6774.305176  ;        114.7; -236.20            ;       19.81;             23.0;       26.72; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1092149;        100557; 63.75              ;               28.6; -0.781     ; 2.265      ; -9.663     ; -0.226      ; 0.721       ; -0.405      ; 12.651   ; -8.490   ; 24.119   ; -14.5     ; -8.6       ;         136.1;           31.2;            12; 2025-05-13       ; 15:47:13       ;      51.936737;        4.196623; -11819.565430 ; -6765.584961  ;        115.4; -257.24            ;       20.67;             23.0;       26.72; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1092349;        100575; 62.56              ;               28.6; 0.010      ; 0.508      ; -13.207    ; -0.012      ; 1.113       ; -0.669      ; 12.651   ; -8.490   ; 24.119   ; -13.1     ; -7.9       ;         136.6;           31.2;            12; 2025-05-13       ; 15:47:13       ;      51.936737;        4.196623; -11819.565430 ; -6765.584961  ;        115.4; -276.18            ;       21.42;             23.0;       26.72; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1092549;        100581; 62.05              ;               28.6; -0.096     ; 1.121      ; -13.963    ; 0.206       ; 0.976       ; -0.766      ; 12.651   ; -8.490   ; 24.119   ; -12.0     ; -7.2       ;         137.0;           31.2;            12; 2025-05-13       ; 15:47:13       ;      51.936737;        4.196623; -11819.565430 ; -6765.584961  ;        115.4; -283.55            ;       21.70;             23.0;       26.89; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1092749;        100577; 62.45              ;               28.6; 2.136      ; 1.748      ; -11.784    ; 0.013       ; 0.765       ; -0.649      ; 12.651   ; -8.490   ; 24.119   ; -11.2     ; -7.1       ;         137.5;           31.2;            12; 2025-05-13       ; 15:47:13       ;      51.936737;        4.196623; -11819.565430 ; -6765.584961  ;        115.4; -190.96            ;       17.81;             23.0;       26.72; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1092949;        100577; 62.44              ;               28.6; 1.025      ; 3.620      ; -9.227     ; -0.368      ; 0.558       ; -0.375      ; 12.651   ; -8.490   ; 24.119   ; -11.1     ; -6.8       ;         138.0;           31.2;            12; 2025-05-13       ; 15:47:13       ;      51.936737;        4.196623; -11819.565430 ; -6765.584961  ;        115.4; -314.06            ;       22.84;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1093149;        100577; 62.40              ;               28.6; 4.903      ; 2.332      ; -12.474    ; -0.453      ; 0.354       ; -0.071      ; 12.651   ; -8.490   ; 24.119   ; -10.6     ; -7.2       ;         138.3;           31.2;            12; 2025-05-13       ; 15:47:14       ;      51.936779;        4.196215; -11847.517578 ; -6760.854004  ;        113.0; -311.95            ;       22.76;             23.0;       26.10; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1093349;        100584; 61.83              ;               28.6; 3.543      ; 2.207      ; -14.974    ; -0.197      ; 0.476       ; 0.134       ; 12.651   ; -8.490   ; 24.119   ; -9.9      ; -7.3       ;         138.7;           31.2;            12; 2025-05-13       ; 15:47:14       ;      51.936779;        4.196215; -11847.517578 ; -6760.854004  ;        113.0; -322.47            ;       23.14;             23.0;       26.19; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1093549;        100589; 61.44              ;               28.6; 2.150      ; 3.529      ; -15.170    ; -0.610      ; 0.215       ; 0.210       ; -32.331  ; -17.688  ; 20.043   ; -9.8      ; -9.6       ;         137.1;           31.2;            12; 2025-05-13       ; 15:47:14       ;      51.936779;        4.196215; -11847.517578 ; -6760.854004  ;        113.0; -254.09            ;       20.54;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1093749;        100587; 61.58              ;               28.6; 1.968      ; 1.666      ; -16.616    ; -0.337      ; 0.473       ; 0.172       ; -32.331  ; -17.688  ; 20.043   ; -9.2      ; -11.8      ;         135.4;           31.1;            12; 2025-05-13       ; 15:47:14       ;      51.936779;        4.196215; -11847.517578 ; -6760.854004  ;        113.0; -307.75            ;       22.61;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1093949;        100579; 62.22              ;               28.6; 0.752      ; 2.193      ; -16.444    ; -0.266      ; 0.525       ; 0.074       ; -32.331  ; -17.688  ; 20.043   ; -8.8      ; -13.7      ;         133.9;           31.2;            12; 2025-05-13       ; 15:47:14       ;      51.936779;        4.196215; -11847.517578 ; -6760.854004  ;        113.0; -338.26            ;       23.70;             23.0;       26.19; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1094149;        100574; 62.64              ;               28.6; 1.729      ; 1.489      ; -15.898    ; -0.241      ; 0.296       ; 0.010       ; -32.331  ; -17.688  ; 20.043   ; -8.3      ; -15.6      ;         132.4;           31.1;            12; 2025-05-13       ; 15:47:15       ;      51.936802;        4.195773; -11877.845703 ; -6758.071289  ;        114.0; -352.99            ;       24.21;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1094349;        100563; 63.57              ;               28.6; 2.442      ; 3.309      ; -16.089    ; -0.533      ; 0.046       ; 0.018       ; -32.331  ; -17.688  ; 20.043   ; -8.1      ; -17.5      ;         131.0;           31.2;            12; 2025-05-13       ; 15:47:15       ;      51.936802;        4.195773; -11877.845703 ; -6758.071289  ;        114.0; -240.41            ;       19.98;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1094549;        100549; 64.78              ;               28.6; 3.136      ; 0.728      ; -19.978    ; -0.246      ; -0.147      ; 0.095       ; -32.331  ; -17.688  ; 20.043   ; -7.4      ; -19.2      ;         129.5;           31.2;            12; 2025-05-13       ; 15:47:15       ;      51.936802;        4.195773; -11877.845703 ; -6758.071289  ;        114.0; -256.19            ;       20.63;             23.0;       26.46; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1094749;        100537; 65.81              ;               28.6; 1.901      ; 3.472      ; -16.511    ; -0.490      ; -0.239      ; 0.180       ; -32.331  ; -17.688  ; 20.043   ; -7.4      ; -20.6      ;         128.2;           31.1;            12; 2025-05-13       ; 15:47:15       ;      51.936802;        4.195773; -11877.845703 ; -6758.071289  ;        114.0; -260.40            ;       20.80;             23.0;       26.63; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1094949;        100516; 67.56              ;               28.5; 0.795      ; 6.010      ; -16.396    ; -0.393      ; -0.159      ; 0.206       ; -41.643  ; -26.002  ; 9.682    ; -7.8      ; -21.6      ;         126.2;           31.1;            12; 2025-05-13       ; 15:47:15       ;      51.936802;        4.195773; -11877.845703 ; -6758.071289  ;        114.0; -278.29            ;       21.50;             23.0;       26.63; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1095149;        100495; 69.30              ;               28.5; 1.197      ; 1.207      ; -16.932    ; 0.018       ; -0.130      ; 0.194       ; -41.643  ; -26.002  ; 9.682    ; -7.2      ; -22.6      ;         124.0;           31.1;            12; 2025-05-13       ; 15:47:16       ;      51.936855;        4.195340; -11907.488281 ; -6752.468262  ;        120.5; -273.03            ;       21.30;             23.0;       26.63; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1095349;        100475; 71.00              ;               28.5; 1.125      ; 1.207      ; -15.922    ; 0.093       ; -0.119      ; 0.158       ; -41.643  ; -26.002  ; 9.682    ; -6.7      ; -23.4      ;         121.8;           31.0;            12; 2025-05-13       ; 15:47:16       ;      51.936855;        4.195340; -11907.488281 ; -6752.468262  ;        120.5; -287.75            ;       21.86;             23.0;       26.54; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1095549;        100454; 72.76              ;               28.5; 0.546      ; 5.981      ; -9.668     ; -0.607      ; -0.116      ; 0.118       ; -41.643  ; -26.002  ; 9.682    ; -7.7      ; -24.3      ;         120.2;           31.1;            12; 2025-05-13       ; 15:47:16       ;      51.936855;        4.195340; -11907.488281 ; -6752.468262  ;        120.5; -279.34            ;       21.54;             23.0;       26.46; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1095749;        100430; 74.77              ;               28.5; 0.211      ; 4.381      ; -9.754     ; -0.326      ; -0.148      ; 0.083       ; -41.643  ; -26.002  ; 9.682    ; -8.2      ; -25.0      ;         118.5;           31.0;            12; 2025-05-13       ; 15:47:16       ;      51.936855;        4.195340; -11907.488281 ; -6752.468262  ;        120.5; -260.40            ;       20.80;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1095949;        100414; 76.11              ;               28.5; -0.259     ; 2.227      ; -11.176    ; -0.094      ; -0.374      ; 0.052       ; -41.643  ; -26.002  ; 9.682    ; -8.0      ; -25.4      ;         116.6;           31.0;            12; 2025-05-13       ; 15:47:16       ;      51.936855;        4.195340; -11907.488281 ; -6752.468262  ;        120.5; -250.93            ;       20.42;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1096149;        100388; 78.24              ;               28.5; 0.828      ; 1.585      ; -12.072    ; -0.037      ; -0.855      ; 0.053       ; -41.643  ; -26.002  ; 9.682    ; -7.5      ; -26.0      ;         114.5;           31.1;            12; 2025-05-13       ; 15:47:17       ;      51.936943;        4.194972; -11932.744141 ; -6742.412598  ;        129.5; -241.46            ;       20.03;             23.0;       26.46; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1096349;        100370; 79.76              ;               28.5; 1.360      ; 4.621      ; -11.550    ; -0.210      ; -1.174      ; 0.031       ; -41.643  ; -26.002  ; 9.682    ; -7.8      ; -26.6      ;         112.9;           31.1;            12; 2025-05-13       ; 15:47:17       ;      51.936943;        4.194972; -11932.744141 ; -6742.412598  ;        129.5; -228.84            ;       19.50;             23.0;       26.46; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1096549;        100347; 81.72              ;               28.5; -0.187     ; 1.087      ; -12.675    ; 0.218       ; -1.196      ; 0.050       ; -41.643  ; -26.002  ; 9.682    ; -7.1      ; -26.8      ;         110.8;           31.1;            12; 2025-05-13       ; 15:47:17       ;      51.936943;        4.194972; -11932.744141 ; -6742.412598  ;        129.5; -240.41            ;       19.98;             23.0;       26.54; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1096749;        100325; 83.56              ;               28.5; 2.921      ; 1.073      ; -13.796    ; 0.150       ; -1.029      ; 0.042       ; -41.643  ; -26.002  ; 9.682    ; -6.5      ; -27.5      ;         108.8;           31.0;            12; 2025-05-13       ; 15:47:17       ;      51.936943;        4.194972; -11932.744141 ; -6742.412598  ;        129.5; -216.21            ;       18.95;             23.0;       26.46; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1096949;        100306; 85.18              ;               28.5; 0.776      ; 3.452      ; -12.383    ; -0.146      ; -0.699      ; -0.016      ; -41.643  ; -26.002  ; 9.682    ; -6.5      ; -27.8      ;         107.0;           31.1;            12; 2025-05-13       ; 15:47:17       ;      51.936943;        4.194972; -11932.744141 ; -6742.412598  ;        129.5; -214.11            ;       18.86;             23.0;       26.54; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1097149;        100284; 86.99              ;               28.5; 0.876      ; 3.773      ; -12.565    ; -0.365      ; -0.236      ; -0.160      ; -41.643  ; -26.002  ; 9.682    ; -6.6      ; -28.1      ;         105.4;           31.0;            12; 2025-05-13       ; 15:47:18       ;      51.937050;        4.194663; -11953.957031 ; -6730.649902  ;        139.0; -201.48            ;       18.29;             23.0;       26.63; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1097349;        100263; 88.78              ;               28.5; -2.404     ; 3.242      ; -11.516    ; -0.340      ; 0.002       ; -0.301      ; -41.643  ; -26.002  ; 9.682    ; -6.6      ; -27.8      ;         103.8;           31.1;            12; 2025-05-13       ; 15:47:18       ;      51.937050;        4.194663; -11953.957031 ; -6730.649902  ;        139.0; -185.70            ;       17.56;             23.0;       26.72; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1097549;        100242; 90.50              ;               28.5; -0.680     ; 2.064      ; -10.448    ; -0.197      ; -0.031      ; -0.406      ; -41.643  ; -26.002  ; 9.682    ; -6.3      ; -27.7      ;         102.1;           31.0;            12; 2025-05-13       ; 15:47:18       ;      51.937050;        4.194663; -11953.957031 ; -6730.649902  ;        139.0; -175.18            ;       17.06;             23.0;       26.81; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1097749;        100224; 92.05              ;               28.5; 0.613      ; 2.308      ; -13.211    ; -0.419      ; 0.031       ; -0.455      ; -41.643  ; -26.002  ; 9.682    ; -6.1      ; -27.8      ;         100.3;           31.1;            12; 2025-05-13       ; 15:47:18       ;      51.937050;        4.194663; -11953.957031 ; -6730.649902  ;        139.0; -163.60            ;       16.49;             23.0;       26.98; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1097949;        100199; 94.16              ;               28.5; 0.062      ; 6.316      ; -10.506    ; -0.996      ; -0.075      ; -0.436      ; -41.643  ; -26.002  ; 9.682    ; -7.0      ; -28.0      ;          99.2;           31.1;            12; 2025-05-13       ; 15:47:18       ;      51.937050;        4.194663; -11953.957031 ; -6730.649902  ;        139.0; -146.77            ;       15.61;             23.0;       27.16; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1098149;        100179; 95.85              ;               28.5; 1.240      ; 3.065      ; -17.057    ; -0.522      ; -0.017      ; -0.402      ; -41.643  ; -26.002  ; 9.682    ; -6.7      ; -28.1      ;          97.5;           31.1;            12; 2025-05-13       ; 15:47:19       ;      51.937115;        4.194366; -11974.255859 ; -6723.636719  ;        148.4; -136.25            ;       15.04;             23.0;       27.25; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1098349;        100151; 98.13              ;               28.4; -1.777     ; 3.045      ; -18.182    ; -0.602      ; 0.247       ; -0.411      ; -41.643  ; -26.002  ; 9.682    ; -6.3      ; -27.8      ;          95.8;           31.0;            12; 2025-05-13       ; 15:47:19       ;      51.937115;        4.194366; -11974.255859 ; -6723.636719  ;        148.4; -126.78            ;       14.51;             23.0;       27.33; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1098549;        100137; 99.37              ;               28.4; -0.091     ; 4.985      ; -13.197    ; -0.683      ; 0.191       ; -0.469      ; -41.643  ; -26.002  ; 9.682    ; -6.7      ; -27.7      ;          94.5;           31.1;            12; 2025-05-13       ; 15:47:19       ;      51.937115;        4.194366; -11974.255859 ; -6723.636719  ;        148.4; -115.21            ;       13.83;             23.0;       27.51; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1098749;        100124; 100.41             ;               28.4; -1.551     ; 2.466      ; -13.116    ; -0.102      ; 0.167       ; -0.495      ; -41.643  ; -26.002  ; 9.682    ; -6.3      ; -27.3      ;          92.9;           31.1;            12; 2025-05-13       ; 15:47:19       ;      51.937115;        4.194366; -11974.255859 ; -6723.636719  ;        148.4; -116.26            ;       13.90;             23.0;       27.60; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1098949;        100109; 101.70             ;               28.4; -1.053     ; 3.280      ; -12.397    ; -0.278      ; 0.261       ; -0.513      ; 22.842   ; -43.159  ; 2.378    ; -6.9      ; -25.9      ;          94.4;           31.0;            12; 2025-05-13       ; 15:47:19       ;      51.937115;        4.194366; -11974.255859 ; -6723.636719  ;        148.4; -107.84            ;       13.38;             23.0;       27.69; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1099149;        100097; 102.72             ;               28.4; -0.239     ; 4.324      ; -19.772    ; -0.927      ; 0.520       ; -0.554      ; 22.842   ; -43.159  ; 2.378    ; -7.3      ; -24.8      ;          95.8;           31.0;            12; 2025-05-13       ; 15:47:20       ;      51.937088;        4.194096; -11992.806641 ; -6726.215332  ;        155.7; -106.79            ;       13.32;             23.0;       27.86; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1099349;        100091; 103.21             ;               28.4; -0.536     ; 6.541      ; -7.997     ; -0.833      ; 0.402       ; -0.626      ; 22.842   ; -43.159  ; 2.378    ; -9.1      ; -23.7      ;          97.7;           31.0;            12; 2025-05-13       ; 15:47:20       ;      51.937088;        4.194096; -11992.806641 ; -6726.215332  ;        155.7; -105.74            ;       13.25;             23.0;       28.04; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1099549;        100087; 103.57             ;               28.4; 1.211      ; 2.016      ; -18.637    ; -0.485      ; 0.425       ; -0.666      ; 22.842   ; -43.159  ; 2.378    ; -9.0      ; -22.8      ;          98.8;           31.0;            12; 2025-05-13       ; 15:47:20       ;      51.937088;        4.194096; -11992.806641 ; -6726.215332  ;        155.7; -99.43             ;       12.85;             23.0;       28.30; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1099749;        100085; 103.67             ;               28.4; -0.187     ; 2.437      ; -10.343    ; -0.239      ; 0.430       ; -0.653      ; 22.842   ; -43.159  ; 2.378    ; -9.3      ; -21.6      ;         100.0;           31.0;            12; 2025-05-13       ; 15:47:20       ;      51.937088;        4.194096; -11992.806641 ; -6726.215332  ;        155.7; -109.95            ;       13.51;             23.0;       28.56; 412.00; 308.00; 411.00; 102.00; 103.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1099949;        100080; 104.14             ;               28.4; -1.810     ; 3.725      ; -8.284     ; -0.443      ; 0.296       ; -0.654      ; 22.842   ; -43.159  ; 2.378    ; -10.1     ; -20.1      ;         101.4;           31.0;            12; 2025-05-13       ; 15:47:20       ;      51.937088;        4.194096; -11992.806641 ; -6726.215332  ;        155.7; -116.26            ;       13.90;             23.0;       28.83; 412.00; 308.00; 411.00; 102.00; 103.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1100149;        100081; 104.05             ;               28.4; -1.619     ; 4.980      ; -9.462     ; -0.534      ; 0.396       ; -0.594      ; 22.842   ; -43.159  ; 2.378    ; -11.1     ; -18.8      ;         102.7;           31.0;            12; 2025-05-13       ; 15:47:21       ;      51.936993;        4.193922; -12004.686523 ; -6737.031738  ;        160.2; -120.47            ;       14.15;             23.0;       29.09; 412.00; 308.00; 411.00; 102.00; 103.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1100349;        100084; 103.82             ;               28.4; 2.289      ; 4.185      ; -13.820    ; -0.561      ; 0.346       ; -0.569      ; 34.088   ; -30.424  ; 1.359    ; -11.5     ; -18.5      ;         104.5;           31.0;            12; 2025-05-13       ; 15:47:21       ;      51.936993;        4.193922; -12004.686523 ; -6737.031738  ;        160.2; -125.73            ;       14.45;             23.0;       29.44; 412.00; 308.00; 411.00; 102.00; 103.00; 205.00; 102.00; 205.00; 102.00; 411.00; 
 1100549;        100083; 103.89             ;               28.4; 0.364      ; 2.954      ; -10.946    ; -0.591      ; 0.497       ; -0.549      ; 34.088   ; -30.424  ; 1.359    ; -11.9     ; -17.8      ;         106.3;           31.0;            12; 2025-05-13       ; 15:47:21       ;      51.936993;        4.193922; -12004.686523 ; -6737.031738  ;        160.2; -128.88            ;       14.63;             23.0;       29.88; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1100749;        100084; 103.78             ;               28.4; 0.546      ; 3.697      ; -12.445    ; -0.127      ; 0.501       ; -0.489      ; 34.088   ; -30.424  ; 1.359    ; -12.2     ; -17.2      ;         108.0;           31.0;            12; 2025-05-13       ; 15:47:21       ;      51.936993;        4.193922; -12004.686523 ; -6737.031738  ;        160.2; -133.09            ;       14.87;             23.0;       30.06; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1100949;        100083; 103.89             ;               28.4; 3.419      ; 3.778      ; -10.520    ; -0.098      ; 0.424       ; -0.457      ; 34.088   ; -30.424  ; 1.359    ; -12.7     ; -17.3      ;         109.7;           31.0;            12; 2025-05-13       ; 15:47:21       ;      51.936993;        4.193922; -12004.686523 ; -6737.031738  ;        160.2; -145.72            ;       15.56;             23.0;       30.15; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1101149;        100080; 104.14             ;               28.4; 1.944      ; 4.712      ; -9.601     ; -0.028      ; 0.397       ; -0.369      ; 34.088   ; -30.424  ; 1.359    ; -13.4     ; -17.0      ;         111.4;           31.0;            12; 2025-05-13       ; 15:47:22       ;      51.936863;        4.193894; -12006.594727 ; -6751.317871  ;        160.6; -161.50            ;       16.38;             23.0;       30.15; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1101349;        100081; 104.08             ;               28.4; 3.898      ; 0.316      ; -14.590    ; 0.176       ; 0.262       ; -0.254      ; 34.088   ; -30.424  ; 1.359    ; -12.8     ; -17.0      ;         112.7;           31.0;            12; 2025-05-13       ; 15:47:22       ;      51.936863;        4.193894; -12006.594727 ; -6751.317871  ;        160.6; -181.49            ;       17.36;             23.0;       30.15; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1101549;        100081; 104.05             ;               28.4; 0.675      ; 3.812      ; -12.254    ; -0.325      ; 0.398       ; -0.159      ; 34.088   ; -30.424  ; 1.359    ; -13.1     ; -16.4      ;         114.1;           31.0;            12; 2025-05-13       ; 15:47:22       ;      51.936863;        4.193894; -12006.594727 ; -6751.317871  ;        160.6; -128.88            ;       14.63;             23.0;       29.97; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1101749;        100084; 103.84             ;               28.4; 0.991      ; 2.184      ; -13.652    ; -0.121      ; 0.420       ; -0.131      ; 25.302   ; -19.811  ; 16.306   ; -12.5     ; -15.4      ;         115.5;           31.0;            12; 2025-05-13       ; 15:47:22       ;      51.936863;        4.193894; -12006.594727 ; -6751.317871  ;        160.6; -99.43             ;       12.85;             23.0;       29.53; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1101949;        100089; 103.39             ;               28.4; 1.891      ; 3.486      ; -12.632    ; 0.075       ; 0.458       ; -0.126      ; 25.302   ; -19.811  ; 16.306   ; -12.2     ; -14.7      ;         116.9;           31.0;            12; 2025-05-13       ; 15:47:22       ;      51.936863;        4.193894; -12006.594727 ; -6751.317871  ;        160.6; -254.09            ;       20.54;             23.0;       29.36; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
